instrument_name,note,frequencies
Accordion,A#5,"[1864.65504607 1975.53320502 1760.         5587.65170293 5919.91076339
 5274.04091061 7458.62018429 2093.0045224  7902.1328201  1661.21879032
 7040.         3729.31009214]"
Accordion,A#5,"[1864.65504607 1975.53320502 1760.         5587.65170293 5919.91076339
 5274.04091061 3729.31009214   97.998859   2093.0045224  7458.62018429
  116.54094038 3951.06641005]"
Accordion,A#5,"[1864.65504607 1975.53320502 3729.31009214 1760.         3951.06641005
   97.998859   3520.         5587.65170293   92.49860568  110.
  103.82617439 7458.62018429]"
Accordion,A#5,"[1864.65504607 1975.53320502 1760.         3729.31009214 3951.06641005
 5587.65170293  116.54094038 7458.62018429  110.           92.49860568
 3520.           97.998859  ]"
Accordion,A#5,"[1864.65504607 1975.53320502 1760.         5587.65170293 5919.91076339
 5274.04091061 3729.31009214 3951.06641005 3520.         7458.62018429
  110.          116.54094038]"
Accordion,A#5,"[1864.65504607 1975.53320502 1760.         5587.65170293 5919.91076339
 5274.04091061  110.          116.54094038   92.49860568   97.998859
  103.82617439   87.30705786]"
Accordion,A#5,"[1864.65504607 1975.53320502 1760.           97.998859   5587.65170293
 3729.31009214   92.49860568  103.82617439  116.54094038  110.
 5919.91076339 3951.06641005]"
Accordion,A#5,"[1864.65504607 1975.53320502 1760.         3729.31009214   97.998859
  110.         5587.65170293  116.54094038   92.49860568 3951.06641005
  103.82617439 3520.        ]"
Accordion,A#5,"[1864.65504607 1975.53320502 1760.         3729.31009214   97.998859
  116.54094038  110.          103.82617439 3951.06641005   92.49860568
  123.47082531 3520.        ]"
Accordion,A#6,"[3729.31009214 3951.06641005 3520.         7458.62018429   92.49860568
   87.30705786 7902.1328201    82.40688923  116.54094038 7040.
   97.998859    110.        ]"
Accordion,A#6,"[3729.31009214 3951.06641005 3520.         7458.62018429   92.49860568
   87.30705786 7902.1328201    97.998859    116.54094038 7040.
  110.           82.40688923]"
Accordion,A#6,"[3729.31009214 3951.06641005 3520.         7458.62018429 7902.1328201
  110.         7040.          116.54094038   97.998859    103.82617439
   92.49860568   69.29565774]"
Accordion,A#6,"[3729.31009214 3951.06641005 3520.         7458.62018429 7902.1328201
 7040.           97.998859     92.49860568  110.          116.54094038
   87.30705786  103.82617439]"
Accordion,A#6,"[3729.31009214   97.998859   3951.06641005   92.49860568 3520.
   65.40639133  116.54094038  103.82617439  110.           69.29565774
   87.30705786  123.47082531]"
Accordion,A#6,"[3729.31009214  116.54094038  110.         3951.06641005 3520.
   92.49860568   97.998859    103.82617439  123.47082531   87.30705786
  146.83238396   82.40688923]"
Accordion,A#6,"[3729.31009214 3951.06641005 3520.          116.54094038  110.
   92.49860568   97.998859    123.47082531  103.82617439   87.30705786
   65.40639133   69.29565774]"
Accordion,A#7,"[7458.62018429 7902.1328201  7040.          116.54094038  110.
   92.49860568   97.998859    123.47082531  103.82617439   87.30705786
   65.40639133  146.83238396]"
Accordion,A#7,"[7458.62018429   97.998859   7902.1328201  7040.           92.49860568
  103.82617439  110.          116.54094038   65.40639133   69.29565774
   87.30705786  146.83238396]"
Accordion,A#7,"[  97.998859    110.          116.54094038  103.82617439   92.49860568
  123.47082531   87.30705786 7458.62018429   65.40639133   69.29565774
  130.81278265   73.41619198]"
Accordion,A#7,"[7458.62018429 7902.1328201  7040.          116.54094038  110.
   92.49860568   97.998859    146.83238396   87.30705786   73.41619198
  103.82617439   69.29565774]"
Accordion,A1,"[ 110.          116.54094038 1396.91292573 1318.51022765 1479.97769085
 1244.50793489  220.         1174.65907167  103.82617439  783.99087196
  554.36526195  329.62755691]"
Accordion,A1,"[ 110.          116.54094038  103.82617439  220.          554.36526195
  329.62755691  783.99087196 1174.65907167 1244.50793489  739.98884542
  659.25511383  233.08188076]"
Accordion,A1,"[110.         103.82617439 116.54094038 783.99087196 739.98884542
 220.         659.25511383 554.36526195 880.         207.65234879
 233.08188076 329.62755691]"
Accordion,A1,"[ 110.          116.54094038  103.82617439  783.99087196  554.36526195
  659.25511383 1244.50793489  329.62755691 1318.51022765  739.98884542
 1174.65907167  220.        ]"
Accordion,A2,"[ 659.25511383  440.         1108.73052391 1318.51022765  220.
 1760.          622.25396744 1046.5022612   698.45646287  415.30469758
  466.16376152 1975.53320502]"
Accordion,A2,"[ 659.25511383  440.         1108.73052391 1318.51022765  220.
  698.45646287  622.25396744 1760.          415.30469758 1046.5022612
  466.16376152 1396.91292573]"
Accordion,A2,"[ 220.          659.25511383  440.         1108.73052391 1318.51022765
  698.45646287 1567.98174393  233.08188076  466.16376152 1046.5022612
  622.25396744 1975.53320502]"
Accordion,A2,"[ 659.25511383  220.          698.45646287  440.         1318.51022765
  233.08188076  622.25396744 1108.73052391  207.65234879 1567.98174393
  466.16376152 1396.91292573]"
Accordion,A2,"[ 220.          233.08188076  659.25511383  207.65234879  440.
  698.45646287  622.25396744  466.16376152  415.30469758 1108.73052391
 2637.0204553  2489.01586978]"
Accordion,A2,"[ 659.25511383  220.          440.          698.45646287  622.25396744
 1108.73052391  233.08188076  415.30469758  466.16376152  207.65234879
  880.         1318.51022765]"
Accordion,A2,"[ 220.          659.25511383  233.08188076  207.65234879  698.45646287
 1318.51022765  622.25396744 1108.73052391 1760.         1396.91292573
  880.          440.        ]"
Accordion,A2,"[ 220.          233.08188076 1108.73052391  207.65234879  659.25511383
 1046.5022612   698.45646287 1760.         1174.65907167 1318.51022765
  622.25396744  440.        ]"
Accordion,A3,"[1318.51022765 1396.91292573  440.         1244.50793489 2217.46104781
  466.16376152 1760.          415.30469758  880.         2093.0045224
 2637.0204553  2349.31814334]"
Accordion,A3,"[1318.51022765  440.         1396.91292573 1244.50793489 1760.
  466.16376152  880.          415.30469758 1864.65504607 1661.21879032
  932.32752304 2217.46104781]"
Accordion,A3,"[ 440.         2217.46104781  466.16376152  415.30469758  880.
 2637.0204553  2093.0045224  3520.          932.32752304 2349.31814334
  830.60939516 2793.82585146]"
Accordion,A3,"[ 440.         1318.51022765 1760.          466.16376152 1396.91292573
  415.30469758 1244.50793489 1864.65504607 2217.46104781 1661.21879032
  880.         2093.0045224 ]"
Accordion,A3,"[ 440.          466.16376152  415.30469758 2217.46104781 2637.0204553
 1318.51022765 2093.0045224   880.         2349.31814334 3520.
 1760.         2793.82585146]"
Accordion,A3,"[ 440.         1318.51022765  880.          466.16376152  415.30469758
 1396.91292573 1760.          932.32752304 1244.50793489 2217.46104781
  830.60939516 3135.96348785]"
Accordion,A3,"[ 440.          466.16376152 1318.51022765  415.30469758 1396.91292573
 1760.         1244.50793489 1864.65504607 1661.21879032  880.
 2217.46104781  932.32752304]"
Accordion,A3,"[ 440.          880.          466.16376152  415.30469758  932.32752304
 1318.51022765  830.60939516 1396.91292573 1244.50793489 3951.06641005
 1760.         2637.0204553 ]"
Accordion,A3,"[ 440.         1318.51022765  466.16376152  415.30469758 1396.91292573
 1244.50793489 1760.         2217.46104781 2637.0204553  1864.65504607
   97.998859   2093.0045224 ]"
Accordion,A3,"[ 440.          466.16376152  415.30469758  110.         1318.51022765
  116.54094038   97.998859   1396.91292573   92.49860568 1760.
  103.82617439 1244.50793489]"
Accordion,A3,"[ 440.          466.16376152  415.30469758 2217.46104781 2637.0204553
 1318.51022765 2093.0045224    97.998859   2349.31814334 2793.82585146
  116.54094038 3520.        ]"
Accordion,A4,"[1760.         1864.65504607 1661.21879032  880.          932.32752304
 2637.0204553   830.60939516 4434.92209563 2793.82585146 4186.00904481
 3520.         2489.01586978]"
Accordion,A4,"[2637.0204553  1760.         2793.82585146  880.         2489.01586978
 4434.92209563 1864.65504607 1661.21879032  932.32752304  830.60939516
 4186.00904481 3520.        ]"
Accordion,A4,"[1760.         1864.65504607 1661.21879032  880.         2637.0204553
  932.32752304  830.60939516 2793.82585146 2489.01586978 4434.92209563
 3520.         4186.00904481]"
Accordion,A4,"[ 880.         1760.          932.32752304  830.60939516 2637.0204553
 1864.65504607 1661.21879032 2793.82585146 4434.92209563 2489.01586978
 3520.         4186.00904481]"
Accordion,A4,"[2637.0204553   880.         2793.82585146  932.32752304  830.60939516
 2489.01586978 1760.         4434.92209563 3520.         1864.65504607
 6271.92697571 1661.21879032]"
Accordion,A4,"[ 880.          932.32752304 1760.          830.60939516 2637.0204553
 3520.         1864.65504607 2793.82585146 1661.21879032 4434.92209563
 2489.01586978 3729.31009214]"
Accordion,A4,"[ 880.          932.32752304  830.60939516 1760.         1864.65504607
 1661.21879032 2637.0204553  4434.92209563 2793.82585146 4186.00904481
 4698.63628668 2489.01586978]"
Accordion,A4,"[ 880.          932.32752304  830.60939516 2637.0204553  1760.
 2793.82585146   97.998859    116.54094038 4434.92209563 1864.65504607
 2489.01586978  110.        ]"
Accordion,A4,"[ 880.          932.32752304  830.60939516 3520.         3729.31009214
 1760.         3322.43758064   97.998859    116.54094038   92.49860568
  110.         1864.65504607]"
Accordion,A4,"[ 880.          932.32752304  830.60939516   97.998859   2637.0204553
   92.49860568  116.54094038  110.          103.82617439 4434.92209563
 3520.         2793.82585146]"
Accordion,A4,"[ 880.          932.32752304  830.60939516 2637.0204553  2793.82585146
 3520.         2489.01586978 3729.31009214 4434.92209563 3322.43758064
 4186.00904481 4698.63628668]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 1975.53320502 1567.98174393
 5274.04091061 3520.         7040.         2093.0045224  5587.65170293
 1479.97769085 3729.31009214]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 5274.04091061 5587.65170293
 7040.         4978.03173955 7458.62018429 6644.87516128 3520.
 1975.53320502 3729.31009214]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 5274.04091061 5587.65170293
 1975.53320502 7040.         3520.         4978.03173955 1567.98174393
   97.998859   7458.62018429]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 5274.04091061 5587.65170293
 4978.03173955 3520.         7040.         3729.31009214 1975.53320502
 3322.43758064 7458.62018429]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 5274.04091061 1975.53320502
 5587.65170293 1567.98174393 7040.         4978.03173955   87.30705786
   92.49860568 2093.0045224 ]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 3520.         5274.04091061
 3729.31009214   97.998859   3322.43758064 1975.53320502 5587.65170293
 4978.03173955   92.49860568]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 5274.04091061 5587.65170293
  116.54094038  110.         4978.03173955   92.49860568 3520.
   97.998859     87.30705786]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 5274.04091061   97.998859
 5587.65170293   92.49860568  103.82617439   87.30705786  110.
 4978.03173955   82.40688923]"
Accordion,A5,"[1760.          116.54094038  110.         1864.65504607   92.49860568
   97.998859   1661.21879032  123.47082531 3520.          103.82617439
   87.30705786 3729.31009214]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 3520.           92.49860568
   97.998859     87.30705786  116.54094038 3729.31009214  110.
 3322.43758064  103.82617439]"
Accordion,A5,"[1760.         1864.65504607 1661.21879032 3520.         3729.31009214
   97.998859   3322.43758064 1975.53320502   92.49860568 1567.98174393
  103.82617439  110.        ]"
Accordion,A6,"[3520.         3729.31009214 3322.43758064  116.54094038  110.
 7040.          123.47082531   92.49860568   97.998859   7458.62018429
 6644.87516128   87.30705786]"
Accordion,A6,"[3520.         3729.31009214 3322.43758064 7040.         7458.62018429
 6644.87516128  110.          116.54094038   92.49860568   97.998859
  123.47082531  103.82617439]"
Accordion,A6,"[3520.         3729.31009214 3322.43758064 7040.           97.998859
   92.49860568 7458.62018429  110.         6644.87516128   87.30705786
  103.82617439  116.54094038]"
Accordion,A6,"[3520.           97.998859   3729.31009214   92.49860568 3322.43758064
  103.82617439  116.54094038  146.83238396   87.30705786  110.
  138.59131549   82.40688923]"
Accordion,A6,"[3520.         3729.31009214 3322.43758064  116.54094038   97.998859
  110.           92.49860568  103.82617439  123.47082531  146.83238396
   87.30705786   65.40639133]"
Accordion,A6,"[ 116.54094038  110.         3520.           97.998859   3729.31009214
   92.49860568  123.47082531  103.82617439 3322.43758064   87.30705786
   82.40688923   69.29565774]"
Accordion,A7,"[7040.         7458.62018429 6644.87516128 7902.1328201   116.54094038
   97.998859    110.         6271.92697571  103.82617439  123.47082531
   77.78174593   92.49860568]"
Accordion,A7,"[7040.         7458.62018429 6644.87516128   97.998859     92.49860568
   65.40639133   69.29565774  103.82617439   87.30705786  116.54094038
  110.           82.40688923]"
Accordion,A7,"[7040.         7458.62018429 6644.87516128   97.998859     92.49860568
  110.           87.30705786  116.54094038  103.82617439   82.40688923
   69.29565774   73.41619198]"
Accordion,A7,"[7040.          116.54094038  110.         7458.62018429 6644.87516128
   97.998859     92.49860568  123.47082531  103.82617439  146.83238396
   87.30705786   82.40688923]"
Accordion,B1,"[ 123.47082531  116.54094038  130.81278265  246.94165063  369.99442271
  739.98884542 1108.73052391  233.08188076  391.99543598 1396.91292573
 1318.51022765 1244.50793489]"
Accordion,B1,"[ 123.47082531  116.54094038  130.81278265  739.98884542  369.99442271
  246.94165063 1108.73052391  391.99543598  783.99087196  622.25396744
  349.22823143  233.08188076]"
Accordion,B1,"[123.47082531 116.54094038 130.81278265 739.98884542 369.99442271
 246.94165063 880.         622.25396744 783.99087196 698.45646287
 391.99543598 830.60939516]"
Accordion,B1,"[ 123.47082531  116.54094038  130.81278265  739.98884542  369.99442271
 1108.73052391  783.99087196  246.94165063  391.99543598  880.
  698.45646287  622.25396744]"
Accordion,B2,"[ 739.98884542  783.99087196 1244.50793489  698.45646287  493.88330126
  246.94165063 1174.65907167  233.08188076  523.2511306   466.16376152
  261.6255653  1318.51022765]"
Accordion,B2,"[ 739.98884542  246.94165063  493.88330126  783.99087196  698.45646287
 1244.50793489  233.08188076  523.2511306   466.16376152 1174.65907167
  261.6255653  2217.46104781]"
Accordion,B2,"[ 246.94165063  739.98884542  493.88330126  261.6255653   783.99087196
  233.08188076  698.45646287  523.2511306   466.16376152 1244.50793489
 1760.         1661.21879032]"
Accordion,B2,"[ 739.98884542  783.99087196  698.45646287  246.94165063  493.88330126
 1244.50793489  233.08188076 1174.65907167  261.6255653   523.2511306
  466.16376152 1318.51022765]"
Accordion,B2,"[ 739.98884542  783.99087196  246.94165063  698.45646287  493.88330126
  261.6255653   233.08188076 1760.          523.2511306  2217.46104781
 1244.50793489  466.16376152]"
Accordion,B2,"[ 739.98884542  783.99087196  698.45646287  246.94165063 1244.50793489
  493.88330126  233.08188076  261.6255653  1174.65907167  523.2511306
 2217.46104781  987.76660251]"
Accordion,B2,"[ 246.94165063  739.98884542  783.99087196  233.08188076  261.6255653
  698.45646287 1244.50793489   97.998859    116.54094038 1174.65907167
   92.49860568  987.76660251]"
Accordion,B2,"[ 739.98884542  246.94165063  783.99087196  698.45646287  233.08188076
  261.6255653  1244.50793489 1174.65907167 1318.51022765   97.998859
  493.88330126  987.76660251]"
Accordion,B3,"[ 493.88330126  987.76660251  523.2511306  1479.97769085  466.16376152
 1046.5022612   932.32752304 2489.01586978 1567.98174393 1396.91292573
 3520.         2959.95538169]"
Accordion,B3,"[ 493.88330126  987.76660251  523.2511306  1046.5022612   466.16376152
  932.32752304 1479.97769085 2489.01586978 4434.92209563 2959.95538169
 1567.98174393 3951.06641005]"
Accordion,B3,"[ 493.88330126  987.76660251 2489.01586978  523.2511306   466.16376152
 1046.5022612   932.32752304 2959.95538169 2349.31814334 2637.0204553
 3520.         1479.97769085]"
Accordion,B3,"[ 493.88330126  523.2511306   466.16376152 1479.97769085  987.76660251
 1975.53320502 2489.01586978 1567.98174393 1046.5022612  1396.91292573
  932.32752304 2093.0045224 ]"
